,Time,T1,T2,Q1,Q2
0,0.0,23.16,22.84,0.0,0.0
1,1.0,23.16,22.84,0.0,0.0
2,2.0,23.16,22.84,0.0,0.0
3,3.02,23.16,22.84,0.0,0.0
4,4.01,23.16,22.84,0.0,0.0
5,5.0,23.16,22.84,0.0,0.0
6,6.02,23.16,22.84,0.0,0.0
7,7.01,23.16,22.84,0.0,0.0
8,8.01,23.16,22.84,0.0,0.0
9,9.01,23.16,22.84,0.0,0.0
10,10.0,23.16,22.84,0.0,0.0
11,11.01,23.16,22.84,0.0,0.0
12,12.01,23.16,22.84,0.0,0.0
13,13.0,23.16,22.84,0.0,0.0
14,14.02,23.16,22.84,0.0,0.0
15,15.01,23.16,22.84,0.0,0.0
16,16.01,23.16,22.84,0.0,0.0
17,17.0,23.16,22.84,0.0,0.0
18,18.02,23.16,22.84,0.0,0.0
19,19.01,23.16,22.84,0.0,0.0
20,20.01,23.16,22.84,0.0,0.0
21,21.01,23.16,22.84,0.0,0.0
22,22.01,23.16,22.84,0.0,0.0
23,23.01,23.16,22.84,0.0,0.0
24,24.01,23.16,22.84,0.0,0.0
25,25.01,23.16,22.84,0.0,0.0
26,26.0,23.16,22.84,0.0,0.0
27,27.01,23.16,22.84,0.0,0.0
28,28.01,23.16,22.84,0.0,0.0
29,29.01,23.16,22.84,0.0,0.0
30,30.01,23.16,22.84,75.0,0.0
31,31.0,23.16,22.84,75.0,0.0
32,32.0,23.16,22.84,75.0,0.0
33,33.01,23.16,22.84,75.0,0.0
34,34.0,23.16,22.84,75.0,0.0
35,35.01,23.16,22.84,75.0,0.0
36,36.01,23.16,22.84,75.0,0.0
37,37.0,23.16,22.84,75.0,0.0
38,38.0,23.16,22.84,75.0,0.0
39,39.01,23.48,22.84,75.0,0.0
40,40.01,23.48,22.84,75.0,0.0
41,41.01,23.48,22.84,75.0,0.0
42,42.01,23.81,22.84,75.0,0.0
43,43.01,23.81,22.84,75.0,0.0
44,44.01,24.13,22.84,75.0,0.0
45,45.01,24.13,22.84,75.0,0.0
46,46.01,24.13,22.84,75.0,0.0
47,47.01,24.45,22.84,75.0,0.0
48,48.0,24.45,22.84,75.0,0.0
49,49.01,24.77,22.84,75.0,0.0
50,50.01,25.1,22.84,75.0,0.0
51,51.0,25.1,22.84,75.0,0.0
52,52.01,25.42,22.84,75.0,0.0
53,53.01,25.42,22.84,75.0,0.0
54,54.01,25.74,22.84,75.0,0.0
55,55.02,26.06,22.84,75.0,0.0
56,56.01,26.39,23.16,75.0,0.0
57,57.01,26.39,23.16,75.0,0.0
58,58.0,26.71,22.84,75.0,0.0
59,59.0,27.03,22.84,75.0,0.0
60,60.01,27.03,22.84,75.0,0.0
61,61.01,27.35,22.84,75.0,0.0
62,62.01,27.67,22.84,75.0,0.0
63,63.01,28.0,22.84,75.0,0.0
64,64.02,28.0,23.16,75.0,0.0
65,65.01,28.32,23.16,75.0,0.0
66,66.01,28.64,23.16,75.0,0.0
67,67.02,28.96,23.16,75.0,0.0
68,68.01,29.29,23.16,75.0,0.0
69,69.01,29.29,23.16,75.0,0.0
70,70.0,29.61,23.16,75.0,0.0
71,71.01,29.93,23.16,75.0,0.0
72,72.01,30.25,23.16,75.0,0.0
73,73.01,30.57,23.16,75.0,0.0
74,74.0,30.9,23.48,75.0,0.0
75,75.01,30.9,23.16,75.0,0.0
76,76.01,31.22,23.16,75.0,0.0
77,77.01,31.54,23.16,75.0,0.0
78,78.01,31.86,23.16,75.0,0.0
79,79.0,31.86,23.16,75.0,0.0
80,80.01,32.19,23.48,75.0,0.0
81,81.01,32.51,23.48,75.0,0.0
82,82.01,32.83,23.48,75.0,0.0
83,83.01,33.15,23.48,75.0,0.0
84,84.02,33.48,23.48,75.0,0.0
85,85.01,33.48,23.48,75.0,0.0
86,86.01,33.8,23.48,75.0,0.0
87,87.01,34.12,23.48,75.0,0.0
88,88.01,34.12,23.48,75.0,0.0
89,89.0,34.44,23.48,75.0,0.0
90,90.01,34.76,23.48,75.0,0.0
91,91.01,35.09,23.48,75.0,0.0
92,92.0,35.41,23.81,75.0,0.0
93,93.01,35.73,23.81,75.0,0.0
94,94.01,36.05,23.81,75.0,0.0
95,95.0,36.05,23.81,75.0,0.0
96,96.01,36.38,23.81,75.0,0.0
97,97.01,36.7,23.81,75.0,0.0
98,98.0,37.02,23.81,75.0,0.0
99,99.01,37.02,24.13,75.0,0.0
100,100.01,37.34,24.13,75.0,0.0
101,101.0,37.67,24.13,75.0,0.0
102,102.01,37.99,24.13,75.0,0.0
103,103.0,38.31,24.13,75.0,0.0
104,104.01,38.31,24.13,75.0,0.0
105,105.0,38.63,24.13,75.0,0.0
106,106.0,38.95,24.13,75.0,0.0
107,107.01,39.28,24.45,75.0,0.0
108,108.01,39.28,24.45,75.0,0.0
109,109.0,39.6,24.45,75.0,0.0
110,110.01,39.92,24.45,75.0,0.0
111,111.01,40.24,24.45,75.0,0.0
112,112.01,40.57,24.45,75.0,0.0
113,113.0,40.57,24.45,75.0,0.0
114,114.01,40.89,24.45,75.0,0.0
115,115.01,41.21,24.77,75.0,0.0
116,116.0,41.21,24.77,75.0,0.0
117,117.01,41.53,24.77,75.0,0.0
118,118.01,41.86,24.77,75.0,0.0
119,119.0,42.18,24.77,75.0,0.0
120,120.01,42.18,24.77,75.0,0.0
121,121.0,42.5,24.77,75.0,0.0
122,122.01,42.82,24.77,75.0,0.0
123,123.01,42.82,25.1,75.0,0.0
124,124.01,43.14,25.1,75.0,0.0
125,125.0,43.47,25.1,75.0,0.0
126,126.01,43.47,25.1,75.0,0.0
127,127.01,43.79,25.1,75.0,0.0
128,128.0,44.11,25.1,75.0,0.0
129,129.01,44.11,25.42,75.0,0.0
130,130.0,44.43,25.42,75.0,0.0
131,131.01,44.76,25.42,75.0,0.0
132,132.02,45.08,25.42,75.0,0.0
133,133.01,45.08,25.42,75.0,0.0
134,134.01,45.4,25.42,75.0,0.0
135,135.0,45.72,25.42,75.0,0.0
136,136.01,45.72,25.74,75.0,0.0
137,137.0,46.05,25.74,75.0,0.0
138,138.01,46.37,25.74,75.0,0.0
139,139.01,46.37,25.74,75.0,0.0
140,140.01,46.69,25.74,75.0,0.0
141,141.01,47.01,26.06,75.0,0.0
142,142.0,47.01,26.06,75.0,0.0
143,143.02,47.33,26.06,75.0,0.0
144,144.01,47.33,26.06,75.0,0.0
145,145.0,47.66,26.06,75.0,0.0
146,146.01,47.98,26.39,75.0,0.0
147,147.0,47.98,26.39,75.0,0.0
148,148.01,48.3,26.39,75.0,0.0
149,149.0,48.3,26.39,75.0,0.0
150,150.01,48.62,26.71,75.0,0.0
151,151.01,48.95,26.39,75.0,0.0
152,152.0,48.95,26.71,75.0,0.0
153,153.01,49.27,26.71,75.0,0.0
154,154.01,49.27,26.71,75.0,0.0
155,155.0,49.59,26.71,75.0,0.0
156,156.01,49.59,26.71,75.0,0.0
157,157.01,49.91,26.71,75.0,0.0
158,158.0,49.91,26.71,75.0,0.0
159,159.01,50.24,27.03,75.0,0.0
160,160.01,50.56,27.03,75.0,0.0
161,161.0,50.56,27.03,75.0,0.0
162,162.0,50.88,27.03,75.0,0.0
163,163.02,50.88,27.03,75.0,0.0
164,164.01,51.2,27.03,75.0,0.0
165,165.0,51.52,27.35,75.0,0.0
166,166.01,51.52,27.35,75.0,0.0
167,167.0,51.85,27.35,75.0,0.0
168,168.0,51.85,27.35,75.0,0.0
169,169.01,52.17,27.67,75.0,0.0
170,170.01,52.49,27.35,75.0,0.0
171,171.01,52.49,27.67,75.0,0.0
172,172.0,52.81,27.67,75.0,0.0
173,173.01,52.81,27.67,75.0,0.0
174,174.0,53.14,27.67,75.0,0.0
175,175.02,53.14,27.67,75.0,0.0
176,176.01,53.46,28.0,75.0,0.0
177,177.01,53.46,28.0,75.0,0.0
178,178.01,53.46,28.0,75.0,0.0
179,179.01,53.78,28.0,75.0,0.0
180,180.01,53.78,28.0,75.0,0.0
181,181.0,54.1,28.32,75.0,0.0
182,182.01,54.1,28.32,75.0,0.0
183,183.01,54.43,28.32,75.0,0.0
184,184.0,54.43,28.32,75.0,0.0
185,185.01,54.75,28.32,75.0,0.0
186,186.01,54.75,28.32,75.0,0.0
187,187.01,55.07,28.64,75.0,0.0
188,188.01,55.39,28.64,75.0,0.0
189,189.01,55.39,28.64,75.0,0.0
190,190.02,55.39,28.64,75.0,0.0
191,191.01,55.71,28.64,75.0,0.0
192,192.01,55.71,28.96,75.0,0.0
193,193.0,55.71,28.96,75.0,0.0
194,194.01,56.04,28.96,75.0,0.0
195,195.01,56.04,28.64,75.0,0.0
196,196.01,56.36,28.96,75.0,0.0
197,197.01,56.36,28.96,75.0,0.0
198,198.01,56.36,28.96,75.0,0.0
199,199.01,56.68,29.29,75.0,0.0
200,200.0,56.68,29.29,75.0,0.0
201,201.01,57.0,29.29,75.0,0.0
202,202.0,57.0,29.29,75.0,0.0
203,203.01,57.0,29.29,75.0,0.0
204,204.01,57.33,29.61,75.0,0.0
205,205.01,57.33,29.61,75.0,0.0
206,206.0,57.33,29.61,75.0,0.0
207,207.02,57.65,29.61,75.0,0.0
208,208.01,57.65,29.61,75.0,0.0
209,209.01,57.65,29.61,75.0,0.0
210,210.02,57.97,29.93,75.0,0.0
211,211.01,57.97,29.93,75.0,0.0
212,212.01,58.29,29.93,75.0,0.0
213,213.01,58.29,29.93,75.0,0.0
214,214.01,58.29,29.93,75.0,0.0
215,215.01,58.62,29.93,75.0,0.0
216,216.01,58.62,30.25,75.0,0.0
217,217.0,58.62,30.25,75.0,0.0
218,218.02,58.94,30.25,75.0,0.0
219,219.01,58.94,30.25,75.0,0.0
220,220.0,58.94,30.57,75.0,0.0
221,221.02,58.94,30.57,75.0,0.0
222,222.01,59.26,30.57,75.0,0.0
223,223.0,59.26,30.57,75.0,0.0
224,224.01,59.58,30.57,75.0,0.0
225,225.01,59.58,30.57,75.0,0.0
226,226.0,59.58,30.9,75.0,0.0
227,227.01,59.9,30.57,75.0,0.0
228,228.01,59.9,30.57,75.0,0.0
229,229.01,59.9,30.9,75.0,0.0
230,230.01,59.9,30.9,75.0,0.0
231,231.01,60.23,30.9,75.0,0.0
232,232.0,60.23,31.22,75.0,0.0
233,233.01,60.55,31.22,75.0,0.0
234,234.01,60.55,31.22,75.0,0.0
235,235.0,60.55,31.22,75.0,0.0
236,236.0,60.55,31.22,75.0,0.0
237,237.01,60.87,31.22,75.0,0.0
238,238.01,60.87,31.54,75.0,0.0
239,239.01,60.87,31.54,75.0,0.0
240,240.01,61.19,31.54,75.0,0.0
241,241.01,61.19,31.54,75.0,0.0
242,242.01,61.19,31.54,75.0,0.0
243,243.01,61.19,31.86,75.0,0.0
244,244.01,61.52,31.54,75.0,0.0
245,245.01,61.52,31.86,75.0,0.0
246,246.01,61.52,31.86,75.0,0.0
247,247.01,61.52,31.86,75.0,0.0
248,248.01,61.84,32.19,75.0,0.0
249,249.01,61.84,31.86,75.0,0.0
250,250.0,61.84,32.19,75.0,0.0
251,251.02,62.16,32.19,75.0,0.0
252,252.01,62.16,32.19,75.0,0.0
253,253.01,62.16,32.19,75.0,0.0
254,254.01,62.48,32.19,75.0,0.0
255,255.0,62.48,32.19,75.0,0.0
256,256.0,62.48,32.51,75.0,0.0
257,257.01,62.8,32.51,75.0,0.0
258,258.01,62.8,32.51,75.0,0.0
259,259.01,62.8,32.51,75.0,0.0
260,260.01,62.8,32.51,75.0,0.0
261,261.01,63.13,32.51,75.0,0.0
262,262.02,63.13,32.83,75.0,0.0
263,263.0,63.13,32.83,75.0,0.0
264,264.01,63.45,32.83,75.0,0.0
265,265.0,63.45,32.83,75.0,0.0
266,266.01,63.45,32.83,75.0,0.0
267,267.01,63.77,32.83,75.0,0.0
268,268.01,63.77,32.83,75.0,0.0
269,269.01,63.77,33.15,75.0,0.0
270,270.01,63.77,33.15,75.0,0.0
271,271.02,64.09,33.15,75.0,0.0
272,272.01,64.09,33.15,75.0,0.0
273,273.0,64.09,33.15,75.0,0.0
274,274.01,64.09,33.15,75.0,0.0
275,275.0,64.42,33.48,75.0,0.0
276,276.01,64.42,33.48,75.0,0.0
277,277.0,64.42,33.48,75.0,0.0
278,278.01,64.42,33.48,75.0,0.0
279,279.0,64.74,33.48,75.0,0.0
280,280.02,64.74,33.8,75.0,0.0
281,281.01,64.74,33.8,75.0,0.0
282,282.0,64.74,33.8,75.0,0.0
283,283.0,64.74,33.8,75.0,0.0
284,284.01,65.06,33.8,75.0,0.0
285,285.01,65.06,33.8,75.0,0.0
286,286.01,65.06,33.8,75.0,0.0
287,287.01,65.06,33.8,75.0,0.0
288,288.0,65.38,33.8,75.0,0.0
289,289.01,65.38,34.12,75.0,0.0
290,290.0,65.38,34.12,75.0,0.0
291,291.01,65.38,34.12,75.0,0.0
292,292.01,65.71,34.12,75.0,0.0
293,293.0,65.71,34.12,75.0,0.0
294,294.01,65.71,34.76,75.0,0.0
295,295.01,65.71,34.12,75.0,0.0
296,296.0,66.03,34.44,75.0,0.0
297,297.02,66.03,34.44,75.0,0.0
298,298.01,66.03,34.44,75.0,0.0
299,299.01,66.35,34.44,75.0,0.0
300,300.01,66.35,34.44,75.0,0.0
301,301.01,66.35,34.44,75.0,0.0
302,302.0,66.35,34.44,75.0,0.0
303,303.02,66.35,34.44,75.0,0.0
304,304.01,66.35,34.76,75.0,0.0
305,305.0,66.67,34.76,75.0,0.0
306,306.0,66.67,34.76,75.0,0.0
307,307.01,66.67,34.76,75.0,0.0
308,308.01,66.67,34.76,75.0,0.0
309,309.01,66.67,34.76,75.0,0.0
310,310.01,66.67,34.76,75.0,0.0
311,311.0,66.99,34.76,75.0,0.0
312,312.01,66.99,35.09,75.0,0.0
313,313.0,66.99,35.09,75.0,0.0
314,314.02,66.99,35.09,75.0,0.0
315,315.01,66.99,35.09,75.0,0.0
316,316.01,66.99,35.09,75.0,0.0
317,317.01,66.99,35.09,75.0,0.0
318,318.01,67.32,35.09,75.0,0.0
319,319.01,67.32,35.09,75.0,0.0
320,320.01,67.32,35.41,75.0,0.0
321,321.0,67.32,35.09,75.0,0.0
322,322.01,67.64,35.41,75.0,0.0
323,323.0,67.64,35.41,75.0,0.0
324,324.01,67.64,35.41,75.0,0.0
325,325.01,67.64,35.41,75.0,0.0
326,326.01,67.64,35.41,75.0,0.0
327,327.01,67.64,35.41,75.0,0.0
328,328.0,67.64,35.41,75.0,0.0
329,329.02,67.64,35.73,75.0,0.0
330,330.01,67.64,35.41,75.0,0.0
331,331.0,67.96,35.73,75.0,0.0
332,332.01,67.96,35.73,75.0,0.0
333,333.01,67.96,35.73,75.0,0.0
334,334.01,67.96,35.73,75.0,0.0
335,335.01,67.96,35.73,75.0,0.0
336,336.01,67.96,35.73,75.0,0.0
337,337.01,67.96,35.73,75.0,0.0
338,338.02,67.96,35.73,75.0,0.0
339,339.01,67.96,35.73,75.0,0.0
340,340.02,67.96,36.05,75.0,0.0
341,341.01,67.96,35.73,75.0,0.0
342,342.01,67.96,36.05,75.0,0.0
343,343.01,68.28,36.05,75.0,0.0
344,344.01,68.28,36.05,75.0,0.0
345,345.01,68.28,36.05,75.0,0.0
346,346.0,68.28,36.38,75.0,0.0
347,347.01,68.28,36.05,75.0,0.0
348,348.01,68.28,36.05,75.0,0.0
349,349.0,68.61,36.38,75.0,0.0
350,350.01,68.61,36.38,75.0,0.0
351,351.01,68.61,36.38,75.0,0.0
352,352.0,68.61,36.38,75.0,0.0
353,353.01,68.61,36.38,75.0,0.0
354,354.0,68.61,36.38,75.0,0.0
355,355.02,68.61,36.38,75.0,0.0
356,356.01,68.61,36.38,75.0,0.0
357,357.01,68.93,36.7,75.0,0.0
358,358.0,68.93,36.7,75.0,0.0
359,359.01,68.93,36.7,75.0,0.0
360,360.02,68.93,36.7,75.0,0.0
361,361.01,68.93,36.7,75.0,0.0
362,362.01,68.93,36.7,75.0,0.0
363,363.0,68.93,36.7,75.0,0.0
364,364.01,69.25,36.7,75.0,0.0
365,365.01,68.93,36.7,75.0,0.0
366,366.0,68.93,36.7,75.0,0.0
367,367.01,68.93,37.02,75.0,0.0
368,368.01,68.93,37.02,75.0,0.0
369,369.01,68.93,37.02,75.0,0.0
370,370.0,68.93,37.02,75.0,0.0
371,371.0,69.25,37.02,75.0,0.0
372,372.01,69.25,37.02,75.0,0.0
373,373.0,69.25,37.34,75.0,0.0
374,374.0,69.25,37.34,75.0,0.0
375,375.01,69.25,37.34,75.0,0.0
376,376.01,69.57,37.34,75.0,0.0
377,377.01,69.57,37.34,75.0,0.0
378,378.01,69.57,37.34,75.0,0.0
379,379.01,69.57,37.34,75.0,0.0
380,380.01,69.57,37.34,75.0,0.0
381,381.01,69.57,37.34,75.0,0.0
382,382.01,69.57,37.67,75.0,0.0
383,383.0,69.57,37.34,75.0,0.0
384,384.0,69.57,37.67,75.0,0.0
385,385.01,69.57,37.67,75.0,0.0
386,386.01,69.57,37.67,75.0,0.0
387,387.0,69.57,37.67,75.0,0.0
388,388.01,69.9,37.67,75.0,0.0
389,389.0,69.9,37.67,75.0,0.0
390,390.01,69.9,37.67,75.0,0.0
391,391.0,69.9,37.67,75.0,0.0
392,392.01,69.9,37.67,75.0,0.0
393,393.0,69.9,37.67,75.0,0.0
394,394.02,69.9,37.67,75.0,0.0
395,395.01,69.9,37.67,75.0,0.0
396,396.01,69.9,37.67,75.0,0.0
397,397.01,69.9,37.67,75.0,0.0
398,398.01,69.9,37.67,75.0,0.0
399,399.0,69.9,37.67,75.0,0.0
400,400.01,69.9,37.67,75.0,0.0
401,401.01,69.9,37.67,75.0,0.0
402,402.01,69.9,37.67,75.0,0.0
403,403.0,69.9,37.99,75.0,0.0
404,404.01,69.9,37.99,75.0,0.0
405,405.0,69.9,37.99,75.0,0.0
406,406.01,69.9,37.99,75.0,0.0
407,407.0,70.22,37.99,75.0,0.0
408,408.01,69.9,37.99,75.0,0.0
409,409.0,70.22,37.99,75.0,0.0
410,410.01,70.22,37.99,75.0,0.0
411,411.01,70.22,37.99,75.0,0.0
412,412.0,70.22,38.31,75.0,0.0
413,413.01,70.22,38.31,75.0,0.0
414,414.0,70.22,38.31,75.0,0.0
415,415.01,70.22,38.31,75.0,0.0
416,416.01,70.54,38.31,75.0,0.0
417,417.0,70.22,38.31,75.0,0.0
418,418.01,70.54,38.31,75.0,0.0
419,419.01,70.54,38.31,75.0,0.0
420,420.01,70.54,38.95,75.0,0.0
421,421.0,70.54,38.31,75.0,0.0
422,422.01,70.54,38.31,75.0,0.0
423,423.0,70.54,38.31,75.0,0.0
424,424.01,70.54,38.31,75.0,0.0
425,425.01,70.54,38.31,75.0,0.0
426,426.0,70.54,38.63,75.0,0.0
427,427.01,70.54,38.63,75.0,0.0
428,428.01,70.54,38.63,75.0,0.0
429,429.01,70.54,38.63,75.0,0.0
430,430.0,70.54,38.63,75.0,0.0
431,431.01,70.54,38.63,75.0,0.0
432,432.01,70.54,38.63,75.0,0.0
433,433.01,70.54,38.63,75.0,0.0
434,434.0,70.86,38.63,75.0,0.0
435,435.01,70.54,38.63,75.0,0.0
436,436.01,70.86,38.95,75.0,0.0
437,437.01,70.86,38.63,75.0,0.0
438,438.0,70.86,38.95,75.0,0.0
439,439.01,70.86,38.95,75.0,0.0
440,440.01,70.86,38.95,75.0,0.0
441,441.01,70.86,38.95,75.0,0.0
442,442.01,70.86,38.95,75.0,0.0
443,443.0,71.18,38.95,75.0,0.0
444,444.0,71.18,38.95,75.0,0.0
445,445.01,71.18,39.28,75.0,0.0
446,446.01,71.18,39.28,75.0,0.0
447,447.01,71.18,39.28,75.0,0.0
448,448.02,71.18,39.28,75.0,0.0
449,449.01,71.51,39.28,75.0,0.0
450,450.01,71.51,39.28,75.0,0.0
451,451.01,71.51,39.28,75.0,0.0
452,452.0,71.51,39.28,75.0,0.0
453,453.0,71.51,39.28,75.0,0.0
454,454.01,71.51,39.6,75.0,0.0
455,455.01,71.51,39.6,75.0,0.0
456,456.01,71.51,39.28,75.0,0.0
457,457.01,71.83,39.6,75.0,0.0
458,458.0,71.51,39.6,75.0,0.0
459,459.01,71.83,39.6,75.0,0.0
460,460.01,71.51,39.6,75.0,0.0
461,461.0,71.83,39.6,75.0,0.0
462,462.01,71.51,39.28,75.0,0.0
463,463.01,71.83,39.6,75.0,0.0
464,464.01,71.83,39.28,75.0,0.0
465,465.01,71.83,39.6,75.0,0.0
466,466.0,71.83,39.28,75.0,0.0
467,467.01,72.15,39.6,75.0,0.0
468,468.01,72.15,39.6,75.0,0.0
469,469.0,72.15,39.6,75.0,0.0
470,470.0,72.15,39.6,75.0,0.0
471,471.0,72.15,39.6,75.0,0.0
472,472.01,72.15,39.6,75.0,0.0
473,473.02,72.15,39.6,75.0,0.0
474,474.01,72.15,39.6,75.0,0.0
475,475.0,72.15,39.6,75.0,0.0
476,476.02,72.47,39.6,75.0,0.0
477,477.01,72.47,39.6,75.0,0.0
478,478.01,72.47,39.6,75.0,0.0
479,479.0,72.47,39.6,75.0,0.0
480,480.01,72.47,39.6,75.0,0.0
